"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,3.17526066289118,0.735,0.101,0,"Epithelial cells","MAL"
0,3.02312223239755,0.722,0.093,0,"Epithelial cells","EPCAM"
0,2.33198217911604,0.781,0.178,0,"Epithelial cells","CD24"
0,2.92190143346691,0.644,0.093,0,"Epithelial cells","BICC1"
0,2.8973393294261,0.633,0.097,0,"Epithelial cells","CDH16"
0,2.37478175461275,0.663,0.135,0,"Epithelial cells","SPINT2"
0,3.02473065180951,0.582,0.066,0,"Epithelial cells","PKHD1"
0,2.56977843793136,0.597,0.084,0,"Epithelial cells","KCNJ16"
0,2.53455124349877,0.594,0.088,0,"Epithelial cells","PAX8"
0,1.94717486264625,0.732,0.23,0,"Epithelial cells","COBLL1"
0,3.20854258107484,0.713,0.228,0,"Epithelial cells","DEFB1"
0,4.11493294172353,0.525,0.045,0,"Epithelial cells","WFDC2"
0,1.8853170717728,0.695,0.216,0,"Epithelial cells","CLU"
0,3.04599448217515,0.548,0.085,0,"Epithelial cells","TACSTD2"
0,2.27030574195733,0.896,0.438,0,"Epithelial cells","ATP1B1"
0,3.29129927988704,0.497,0.042,0,"Epithelial cells","MUC1"
0,1.86777327945695,0.661,0.214,0,"Epithelial cells","LINC00472"
0,2.12048203146471,0.526,0.083,0,"Epithelial cells","SDC4"
0,1.79617376014264,0.57,0.127,0,"Epithelial cells","ARHGAP24"
0,1.15758482764799,0.624,0.182,0,"Epithelial cells","TSTD1"
0,1.88510020949957,0.53,0.091,0,"Epithelial cells","EMX2"
0,3.52643718622456,0.496,0.059,0,"Epithelial cells","HSD11B2"
0,2.31476834385395,0.506,0.07,0,"Epithelial cells","CCDC198"
0,1.49126285075226,0.553,0.119,0,"Epithelial cells","SCIN"
0,1.76370169183693,0.589,0.157,0,"Epithelial cells","NEDD4L"
0,2.32628359393411,0.478,0.047,0,"Epithelial cells","DMKN"
0,1.3868824904109,0.648,0.22,0,"Epithelial cells","AIF1L"
0,3.03556686725995,0.462,0.034,0,"Epithelial cells","SCNN1A"
0,2.38901749019158,0.477,0.053,0,"Epithelial cells","MAL2"
0,2.89744741626735,0.502,0.084,0,"Epithelial cells","ESRRG"
0,2.8377601000412,0.5,0.082,0,"Epithelial cells","CA12"
0,1.67623306957098,0.545,0.129,0,"Epithelial cells","ANK3"
0,1.3079116788823,0.543,0.134,0,"Epithelial cells","RBM47"
0,1.44586417013075,0.561,0.154,0,"Epithelial cells","GSTM3"
0,1.40477476836915,0.532,0.126,0,"Epithelial cells","KRT18"
0,2.62796055359751,0.457,0.053,0,"Epithelial cells","KRT19"
0,2.11369138892798,0.455,0.052,0,"Epithelial cells","PAX2"
0,2.93904135017461,0.44,0.037,0,"Epithelial cells","CLDN7"
0,2.17739922418399,0.458,0.057,0,"Epithelial cells","TFCP2L1"
0,3.08427207717981,0.428,0.028,0,"Epithelial cells","CDH1"
0,1.85220772513862,0.504,0.105,0,"Epithelial cells","PATJ"
0,2.08053333623242,0.457,0.058,0,"Epithelial cells","POU3F3"
0,2.21802131699576,0.486,0.088,0,"Epithelial cells","CPVL"
0,2.56357882550703,0.45,0.053,0,"Epithelial cells","KIF12"
0,2.04034232870858,0.481,0.084,0,"Epithelial cells","PTPN13"
0,2.99091100584129,0.434,0.038,0,"Epithelial cells","PERP"
0,1.46069309749029,0.491,0.1,0,"Epithelial cells","CYS1"
0,3.03529566713478,0.431,0.042,0,"Epithelial cells","TMEM213"
0,3.4465659941455,0.409,0.022,0,"Epithelial cells","CLDN4"
0,2.37947264552476,0.438,0.055,0,"Epithelial cells","LAMB1"
0,1.46615151512813,0.666,0.288,0,"Epithelial cells","CTSD"
0,1.78163530827982,0.536,0.158,0,"Epithelial cells","SLC5A3"
0,1.03812794567255,0.54,0.165,0,"Epithelial cells","ALDH1A1"
0,1.6749784994403,0.654,0.283,0,"Epithelial cells","ATP6V0B"
0,2.24803493363422,0.434,0.064,0,"Epithelial cells","ERBB2"
0,1.31501568040849,0.609,0.24,0,"Epithelial cells","S100A13"
0,1.00660772782212,0.526,0.158,0,"Epithelial cells","CYFIP2"
0,2.41950381406055,0.417,0.05,0,"Epithelial cells","SORL1"
0,0.914411534110581,0.54,0.177,0,"Epithelial cells","CKB"
0,1.876929728785,0.438,0.076,0,"Epithelial cells","EPS8L2"
0,0.954849775749731,0.562,0.201,0,"Epithelial cells","CA2"
0,0.788178896559453,0.648,0.287,0,"Epithelial cells","MRPS6"
0,1.48053177317385,0.446,0.086,0,"Epithelial cells","KRT8"
0,1.11596935065487,0.597,0.237,0,"Epithelial cells","SNHG14"
0,3.41349561467144,0.379,0.019,0,"Epithelial cells","CLDN8"
0,1.29055602623809,0.667,0.309,0,"Epithelial cells","BSG"
0,1.0429970639183,0.563,0.205,0,"Epithelial cells","CAMK2N1"
0,2.87747874841521,0.39,0.032,0,"Epithelial cells","DCDC2"
0,0.886513457691319,0.661,0.305,0,"Epithelial cells","PKM"
0,2.36452918508801,0.395,0.04,0,"Epithelial cells","SERINC2"
0,0.976227713873054,0.533,0.183,0,"Epithelial cells","EZR"
0,2.28286813966928,0.4,0.05,0,"Epithelial cells","TMEM238"
0,2.21536827984592,0.405,0.057,0,"Epithelial cells","RHOBTB3"
0,1.84630227459462,0.449,0.102,0,"Epithelial cells","ITM2C"
0,1.26252867845236,0.448,0.102,0,"Epithelial cells","PARD6B"
0,1.32803530928301,0.589,0.243,0,"Epithelial cells","MECOM"
0,0.943705015137823,0.731,0.385,0,"Epithelial cells","APLP2"
0,0.967754399881918,0.562,0.217,0,"Epithelial cells","COL18A1"
0,1.02542982745332,0.639,0.296,0,"Epithelial cells","BCAM"
0,1.63273735919501,0.453,0.112,0,"Epithelial cells","IVNS1ABP"
0,1.37553961407916,0.439,0.098,0,"Epithelial cells","CAPG"
0,0.756467242404937,0.61,0.27,0,"Epithelial cells","MPC2"
0,1.02522042044601,0.559,0.22,0,"Epithelial cells","FAM107B"
0,2.19214387567663,0.4,0.061,0,"Epithelial cells","SLC38A1"
0,3.12620325165231,0.374,0.035,0,"Epithelial cells","CLCNKB"
0,1.27183629077864,0.467,0.129,0,"Epithelial cells","VAV3"
0,1.33669050002443,0.481,0.143,0,"Epithelial cells","PDXK"
0,2.7312039537505,0.376,0.04,0,"Epithelial cells","ITGB8"
0,1.56486863776906,0.495,0.159,0,"Epithelial cells","CTSH"
0,0.805748365946247,0.711,0.375,0,"Epithelial cells","BEX3"
0,1.03111693197406,0.742,0.407,0,"Epithelial cells","TMEM59"
0,1.89139410687193,0.447,0.112,0,"Epithelial cells","FHIT"
0,0.772149161936833,0.777,0.443,0,"Epithelial cells","CYSTM1"
0,1.45019457861064,0.428,0.094,0,"Epithelial cells","PRKAA2"
0,0.764936201316077,0.759,0.428,0,"Epithelial cells","ENO1"
0,2.18595518397655,0.382,0.051,0,"Epithelial cells","RASSF7"
0,2.57230300024372,0.387,0.057,0,"Epithelial cells","PTGER3"
0,2.38467415677682,0.39,0.061,0,"Epithelial cells","GLIS3"
0,1.29588533066758,0.517,0.188,0,"Epithelial cells","RTN3"
0,1.46686179555172,0.453,0.127,0,"Epithelial cells","HACD3"
0,1.11852989831842,0.711,0.386,0,"Epithelial cells","ATP6V0E1"
0,2.60967162421791,0.368,0.044,0,"Epithelial cells","FRAS1"
0,1.29249998569295,0.722,0.399,0,"Epithelial cells","ATP6V0C"
0,0.364010832498352,0.894,0.572,0,"Epithelial cells","IGFBP7"
0,2.02016261976612,0.542,0.22,0,"Epithelial cells","PDE4D"
0,2.26341573880238,0.368,0.046,0,"Epithelial cells","PPARGC1A"
0,1.23703506356895,0.781,0.46,0,"Epithelial cells","RTN4"
0,3.53959083013022,0.339,0.018,0,"Epithelial cells","CLDN3"
0,1.71971872531705,0.379,0.058,0,"Epithelial cells","NEBL"
0,1.06528470018597,0.476,0.155,0,"Epithelial cells","EFHD1"
0,2.77524156273046,0.371,0.051,0,"Epithelial cells","LINC01320"
0,2.80509215643351,0.349,0.029,0,"Epithelial cells","SPINT1"
0,1.99236992838038,0.383,0.064,0,"Epithelial cells","MITF"
0,1.81569250009762,0.388,0.069,0,"Epithelial cells","RAB3IP"
0,1.52676973079032,0.708,0.389,0,"Epithelial cells","ATP1A1"
0,1.8660905844852,0.394,0.077,0,"Epithelial cells","MAPK10"
0,1.21154338521348,0.486,0.169,0,"Epithelial cells","FARP1"
0,1.41202056967521,0.386,0.07,0,"Epithelial cells","PRDM16-DT"
0,1.51194415081946,0.43,0.114,0,"Epithelial cells","TMEM176B"
0,0.632377844058903,0.718,0.402,0,"Epithelial cells","CHCHD10"
0,2.75807549471697,0.368,0.054,0,"Epithelial cells","AC019197.1"
0,3.22662934204697,0.387,0.073,0,"Epithelial cells","ERBB4"
0,1.12893901502153,0.479,0.165,0,"Epithelial cells","TMED4"
0,1.70115494720657,0.412,0.098,0,"Epithelial cells","SOX6"
0,2.85172736437983,0.373,0.06,0,"Epithelial cells","CCSER1"
0,1.13845488703974,0.428,0.115,0,"Epithelial cells","LMO7"
0,0.472693130264037,0.599,0.287,0,"Epithelial cells","VAMP8"
0,1.72459969767766,0.373,0.061,0,"Epithelial cells","DSP"
0,3.11904718892705,0.335,0.023,0,"Epithelial cells","ADGRF1"
0,0.627475914867302,0.571,0.259,0,"Epithelial cells","MPC1"
0,1.05593451780341,0.525,0.214,0,"Epithelial cells","ARL6IP1"
0,0.79192277619543,0.586,0.275,0,"Epithelial cells","CUTA"
0,1.34448678692999,0.402,0.092,0,"Epithelial cells","BEX2"
0,0.755651661627124,0.511,0.201,0,"Epithelial cells","PTGR1"
0,0.693285192163456,0.556,0.247,0,"Epithelial cells","COX20"
0,0.907691558182714,0.531,0.222,0,"Epithelial cells","ERP29"
0,2.87717551352054,0.34,0.032,0,"Epithelial cells","PIGR"
0,1.6291215746519,0.394,0.086,0,"Epithelial cells","PPP2R3A"
0,0.791906480535123,0.579,0.271,0,"Epithelial cells","PNKD"
0,1.77232492490603,0.394,0.087,0,"Epithelial cells","KAZN"
0,1.75287585328001,0.375,0.068,0,"Epithelial cells","LINC02532"
0,1.16018497382803,0.475,0.168,0,"Epithelial cells","TMEM205"
0,0.913693047001215,0.554,0.248,0,"Epithelial cells","RBPMS"
0,2.80342342623215,0.334,0.029,0,"Epithelial cells","DDR1"
0,1.44362163825435,0.411,0.106,0,"Epithelial cells","GPRC5C"
0,2.05845205500055,0.35,0.046,0,"Epithelial cells","WWC1"
0,3.38468651942198,0.323,0.019,0,"Epithelial cells","ATP6V0A4"
0,0.88652675475456,0.528,0.225,0,"Epithelial cells","DPM3"
0,0.978673690468407,0.534,0.231,0,"Epithelial cells","REEP5"
0,1.12456847006857,0.511,0.208,0,"Epithelial cells","IMMP2L"
0,1.36424844103469,0.442,0.139,0,"Epithelial cells","SLC35F5"
0,1.9096746098753,0.389,0.087,0,"Epithelial cells","FAT1"
0,0.861172162684348,0.852,0.55,0,"Epithelial cells","FXYD2"
0,1.39339451185287,0.514,0.213,0,"Epithelial cells","ATP6AP2"
0,0.852542303040524,0.493,0.192,0,"Epithelial cells","THSD7A"
0,0.786698340577262,0.751,0.45,0,"Epithelial cells","PPDPF"
0,0.956005455006658,0.494,0.194,0,"Epithelial cells","PGRMC1"
0,0.693620235749783,0.567,0.267,0,"Epithelial cells","AKAP9"
0,2.51615855845745,0.337,0.038,0,"Epithelial cells","KCNJ1"
0,1.39054041509293,0.466,0.167,0,"Epithelial cells","DHRS7"
0,0.84491839754777,0.478,0.179,0,"Epithelial cells","DANCR"
0,0.691420809140352,0.589,0.29,0,"Epithelial cells","C18orf32"
0,0.831037299944425,0.594,0.296,0,"Epithelial cells","SPCS1"
0,1.13937877958999,0.567,0.269,0,"Epithelial cells","ASAH1"
0,0.942471174402098,0.463,0.166,0,"Epithelial cells","ANXA4"
0,0.649958768290407,0.526,0.23,0,"Epithelial cells","TMEM141"
0,0.428301639980935,0.611,0.315,0,"Epithelial cells","NDUFA5"
0,2.6856671553405,0.372,0.076,0,"Epithelial cells","FXYD4"
0,1.56109841692637,0.44,0.145,0,"Epithelial cells","MAGI1"
0,0.793789254125172,0.424,0.13,0,"Epithelial cells","CRYZ"
0,0.972007159537459,0.489,0.195,0,"Epithelial cells","LRPAP1"
0,0.951457093144747,0.427,0.133,0,"Epithelial cells","LITAF"
0,1.00510116983,0.475,0.181,0,"Epithelial cells","TECR"
0,0.685273217739442,0.536,0.243,0,"Epithelial cells","TMEM14B"
0,1.06282497057547,0.451,0.159,0,"Epithelial cells","LRBA"
0,1.59171346750757,0.38,0.089,0,"Epithelial cells","UXS1"
0,1.11360166814903,0.436,0.145,0,"Epithelial cells","SFT2D1"
0,1.44367259719742,0.405,0.114,0,"Epithelial cells","PLXNB2"
0,0.497083156477069,0.621,0.33,0,"Epithelial cells","PRDX6"
0,0.819523924221038,0.477,0.186,0,"Epithelial cells","PCSK1N"
0,0.67976187517767,0.559,0.269,0,"Epithelial cells","NDFIP1"
0,1.90406340140828,0.368,0.078,0,"Epithelial cells","NAALADL2"
0,0.681227540235335,0.58,0.29,0,"Epithelial cells","SPCS2"
0,0.695338126791849,0.513,0.224,0,"Epithelial cells","COA3"
0,0.834328712288599,0.504,0.215,0,"Epithelial cells","LMAN1"
0,0.915774289534453,0.456,0.167,0,"Epithelial cells","BEX4"
0,0.911052985133583,0.727,0.438,0,"Epithelial cells","LAPTM4A"
0,3.10955237704592,0.312,0.023,0,"Epithelial cells","PIK3C2G"
0,0.971394837148036,0.451,0.163,0,"Epithelial cells","ATP6V1A"
0,1.18854762193153,0.473,0.185,0,"Epithelial cells","MYO9A"
0,1.88705481722926,0.327,0.04,0,"Epithelial cells","SPINT1-AS1"
0,2.72054823290688,0.307,0.02,0,"Epithelial cells","MACC1"
0,3.06244349862521,0.38,0.094,0,"Epithelial cells","AQP2"
0,2.76032501142216,0.312,0.026,0,"Epithelial cells","BMPR1B"
0,2.67143503605431,0.312,0.026,0,"Epithelial cells","MUC15"
0,0.743657292022231,0.497,0.212,0,"Epithelial cells","MSI2"
0,0.665200089516765,0.646,0.361,0,"Epithelial cells","NDUFB11"
0,2.60066823484841,0.309,0.024,0,"Epithelial cells","FHOD3"
0,0.568386495449055,0.617,0.332,0,"Epithelial cells","HMGN1"
0,2.99280655105392,0.333,0.049,0,"Epithelial cells","AQP3"
0,0.522052805353952,0.541,0.257,0,"Epithelial cells","SNRPN"
0,1.42447733125177,0.375,0.091,0,"Epithelial cells","WDR72"
0,1.47616509798226,0.38,0.097,0,"Epithelial cells","LGR4"
0,0.738476686312221,0.658,0.376,0,"Epithelial cells","DAD1"
0,1.74603715410393,0.366,0.084,0,"Epithelial cells","SLC16A7"
0,0.972024845626266,0.449,0.168,0,"Epithelial cells","MAN1A1"
0,0.73133609143445,0.706,0.425,0,"Epithelial cells","CD9"
0,0.99108775928889,0.423,0.143,0,"Epithelial cells","FNBP1L"
0,0.73629969626281,0.521,0.241,0,"Epithelial cells","ATRAID"
0,1.43514529804843,0.374,0.094,0,"Epithelial cells","LAPTM4B"
0,1.21715949503094,0.454,0.174,0,"Epithelial cells","RALBP1"
0,1.65896121486106,0.351,0.071,0,"Epithelial cells","ARHGEF28"
0,3.03849619964093,0.297,0.017,0,"Epithelial cells","TMPRSS2"
0,2.09585791191387,0.333,0.054,0,"Epithelial cells","FOLR1"
0,0.598289117848456,0.703,0.425,0,"Epithelial cells","MRPL33"
0,0.785289456699028,0.41,0.132,0,"Epithelial cells","PDHA1"
0,2.10890547691869,0.318,0.041,0,"Epithelial cells","EMX1"
0,0.628736269721273,0.503,0.226,0,"Epithelial cells","ANXA11"
0,1.10778358527881,0.393,0.116,0,"Epithelial cells","LGALS3BP"
0,0.846883152030864,0.473,0.196,0,"Epithelial cells","TMED10"
0,2.26091156668737,0.319,0.043,0,"Epithelial cells","PTPRF"
0,1.718901582507,0.362,0.086,0,"Epithelial cells","SCCPDH"
0,0.565109385762696,0.501,0.225,0,"Epithelial cells","MYO6"
0,1.65858305772333,0.385,0.109,0,"Epithelial cells","SCPEP1"
0,0.523621203620299,0.505,0.229,0,"Epithelial cells","MMP24OS"
0,0.812004287108636,0.563,0.287,0,"Epithelial cells","TPM1"
0,2.97780135740009,0.31,0.035,0,"Epithelial cells","PTH2R"
0,0.631631359176611,0.55,0.275,0,"Epithelial cells","CD164"
0,1.87613890906308,0.319,0.044,0,"Epithelial cells","HNF1B"
0,2.89336360462192,0.296,0.021,0,"Epithelial cells","TOX3"
0,2.44043873465284,0.298,0.024,0,"Epithelial cells","TMEM72"
0,1.2413918969698,0.376,0.103,0,"Epithelial cells","KCNJ15"
0,0.430254547371066,0.486,0.213,0,"Epithelial cells","SMS"
0,2.61740260629139,0.298,0.025,0,"Epithelial cells","S100A2"
0,1.18145183046668,0.354,0.081,0,"Epithelial cells","TPD52"
0,1.72884477667283,0.353,0.08,0,"Epithelial cells","CLCN5"
0,0.447910564395952,0.459,0.187,0,"Epithelial cells","CISD1"
0,2.57422364652913,0.293,0.021,0,"Epithelial cells","SMIM5"
0,3.40651183402519,0.29,0.019,0,"Epithelial cells","DSG2"
0,0.761649988403591,0.484,0.214,0,"Epithelial cells","TMCO1"
0,1.01566148280411,0.388,0.118,0,"Epithelial cells","TRIM2"
0,1.41941404728373,0.358,0.088,0,"Epithelial cells","MYH10"
0,0.45280777040022,0.7,0.43,0,"Epithelial cells","KTN1"
0,1.33303644048199,0.339,0.07,0,"Epithelial cells","LLGL2"
0,1.67243078760413,0.438,0.17,0,"Epithelial cells","OXR1"
0,1.31577877538213,0.359,0.091,0,"Epithelial cells","METRNL"
0,1.18799441665124,0.398,0.131,0,"Epithelial cells","KANSL1L"
0,0.504411127541088,0.544,0.277,0,"Epithelial cells","OCIAD1"
0,0.599670800952153,0.527,0.26,0,"Epithelial cells","TMEM14C"
0,1.83999974835317,0.329,0.062,0,"Epithelial cells","ABCB1"
0,0.476304823327484,0.638,0.371,0,"Epithelial cells","PET100"
0,2.84292071758876,0.295,0.028,0,"Epithelial cells","MUC20"
0,3.91886775813841,0.286,0.019,0,"Epithelial cells","KRT7"
0,0.452671509597909,0.729,0.462,0,"Epithelial cells","CIRBP"
0,0.87947706136327,0.445,0.179,0,"Epithelial cells","PTBP3"
0,1.52082962510184,0.34,0.074,0,"Epithelial cells","TSPAN6"
0,2.96915302878749,0.294,0.028,0,"Epithelial cells","PROM1"
0,0.397702881061451,0.556,0.291,0,"Epithelial cells","VDAC1"
0,2.05210232282469,0.326,0.061,0,"Epithelial cells","TSPAN1"
0,0.850066814422261,0.406,0.141,0,"Epithelial cells","MFF"
0,1.67895800678391,0.325,0.06,0,"Epithelial cells","PPP1R9A"
0,1.80570128588541,0.466,0.201,0,"Epithelial cells","WNK1"
0,0.884072158537258,0.429,0.164,0,"Epithelial cells","ATP6AP1"
0,0.664051663674485,0.692,0.427,0,"Epithelial cells","NDUFC2"
0,0.616298880164748,0.514,0.25,0,"Epithelial cells","RERE"
0,0.515362691980327,0.58,0.316,0,"Epithelial cells","TMBIM4"
0,1.79292473036956,0.314,0.051,0,"Epithelial cells","RDH10"
0,2.0476449469531,0.326,0.063,0,"Epithelial cells","PFKFB3"
0,0.536497251012829,0.636,0.373,0,"Epithelial cells","TMEM258"
0,0.479359809267501,0.517,0.254,0,"Epithelial cells","NPC2"
0,2.67136161973022,0.281,0.018,0,"Epithelial cells","CXADR"
0,0.51897413067526,0.499,0.236,0,"Epithelial cells","TTC3"
0,0.436811139813493,0.599,0.336,0,"Epithelial cells","NDUFB9"
0,0.700965148427637,0.483,0.221,0,"Epithelial cells","PDIA6"
0,1.94479349009137,0.295,0.033,0,"Epithelial cells","SIM1"
0,0.837206017147759,0.412,0.15,0,"Epithelial cells","AIG1"
0,0.510205241116026,0.79,0.528,0,"Epithelial cells","TMBIM6"
0,0.709693827150315,0.481,0.219,0,"Epithelial cells","BCAP31"
0,2.22254886442725,0.293,0.032,0,"Epithelial cells","KCNJ3"
0,0.672959814107737,0.463,0.202,0,"Epithelial cells","LMBRD1"
0,1.63378217458141,0.348,0.087,0,"Epithelial cells","TRPM3"
0,1.49471714572341,0.311,0.05,0,"Epithelial cells","EMX2OS"
0,0.522148653548363,0.642,0.381,0,"Epithelial cells","WDR83OS"
0,1.49778931337745,0.343,0.083,0,"Epithelial cells","DYNC2LI1"
0,0.501522161142457,0.636,0.376,0,"Epithelial cells","SEC62"
0,0.699549488063364,0.412,0.152,0,"Epithelial cells","CXXC5"
0,3.21249752718911,0.282,0.022,0,"Epithelial cells","DPY19L2"
0,0.563737858201937,0.581,0.321,0,"Epithelial cells","SSR4"
0,0.266326947525996,0.497,0.238,0,"Epithelial cells","MDH1"
0,2.3255617497962,0.3,0.041,0,"Epithelial cells","PLXNB1"
0,0.961302563846307,0.372,0.113,0,"Epithelial cells","MTURN"
0,1.04605670507749,0.376,0.118,0,"Epithelial cells","TEX264"
0,1.22855882219717,0.337,0.079,0,"Epithelial cells","OGDHL"
0,0.651160053039582,0.411,0.153,0,"Epithelial cells","JUP"
0,0.408896037736297,0.623,0.365,0,"Epithelial cells","ATP5MC1"
0,0.369941674689155,0.552,0.295,0,"Epithelial cells","NDUFS8"
0,2.96289438215477,0.272,0.015,0,"Epithelial cells","SGPP2"
0,1.1302028211981,0.368,0.111,0,"Epithelial cells","TMEM161B-AS1"
0,0.707376659543724,0.442,0.186,0,"Epithelial cells","HIGD1A"
0,1.2710095474466,0.352,0.096,0,"Epithelial cells","CARMIL1"
0,0.544237158657091,0.687,0.432,0,"Epithelial cells","MICOS10"
0,0.709891308761953,0.448,0.193,0,"Epithelial cells","TMEM245"
0,0.740200424206122,0.417,0.162,0,"Epithelial cells","CBX5"
0,0.541443499251128,0.765,0.51,0,"Epithelial cells","CD63"
0,2.96340913900491,0.273,0.018,0,"Epithelial cells","SCNN1G"
0,0.660789033318867,0.483,0.228,0,"Epithelial cells","KDELR1"
0,1.25119784154394,0.341,0.087,0,"Epithelial cells","HOXD8"
0,0.853985520664959,0.4,0.146,0,"Epithelial cells","ITPR2"
0,0.425630749101034,0.47,0.216,0,"Epithelial cells","NTN4"
0,1.85757784390102,0.331,0.078,0,"Epithelial cells","SDC2"
0,0.273405505743615,0.684,0.432,0,"Epithelial cells","PSAP"
0,0.494807276033321,0.629,0.377,0,"Epithelial cells","ATP6V1F"
0,1.72296211125582,0.316,0.064,0,"Epithelial cells","ERMP1"
0,0.391481080957557,0.517,0.265,0,"Epithelial cells","NDUFA7"
0,1.34598968805757,0.398,0.147,0,"Epithelial cells","IGFBP2"
0,0.54955672831748,0.504,0.253,0,"Epithelial cells","SYPL1"
0,0.416939097465259,0.597,0.346,0,"Epithelial cells","PPIB"
0,0.929183267661365,0.375,0.125,0,"Epithelial cells","PREPL"
0,1.79538562614892,0.297,0.047,0,"Epithelial cells","GATA3"
0,1.00767772787893,0.376,0.126,0,"Epithelial cells","AMFR"
0,1.29559777847824,0.347,0.097,0,"Epithelial cells","CYP51A1"
0,0.99125264461422,0.364,0.115,0,"Epithelial cells","MLEC"
0,1.2899606507561,0.319,0.07,0,"Epithelial cells","TOM1L1"
0,0.60096759815319,0.449,0.201,0,"Epithelial cells","CTSL"
0,0.858916680531815,0.376,0.128,0,"Epithelial cells","ABLIM1"
0,0.741769792137463,0.826,0.578,0,"Epithelial cells","GSTP1"
0,1.22505944289927,0.333,0.085,0,"Epithelial cells","HIP1R"
0,1.12243604929115,0.346,0.098,0,"Epithelial cells","SPAG16"
0,1.7863159549356,0.284,0.036,0,"Epithelial cells","CAPS"
0,0.357448825506348,0.563,0.315,0,"Epithelial cells","COX5A"
0,0.521242053793041,0.364,0.117,0,"Epithelial cells","TCEA3"
0,1.40208035853254,0.331,0.084,0,"Epithelial cells","C5orf15"
0,1.02997362531292,0.344,0.097,0,"Epithelial cells","PFN2"
0,1.19581624642429,0.348,0.101,0,"Epithelial cells","CLN5"
0,0.625914278197836,0.426,0.18,0,"Epithelial cells","BCL7C"
0,1.10739859664638,0.356,0.11,0,"Epithelial cells","EMC10"
0,0.708336567853939,0.345,0.099,0,"Epithelial cells","RAB17"
0,0.467918164747312,0.71,0.464,0,"Epithelial cells","UQCRH"
0,0.37373154718723,0.565,0.319,0,"Epithelial cells","SMDT1"
0,2.33625854319586,0.27,0.025,0,"Epithelial cells","MAP3K21"
0,1.37573084236462,0.321,0.076,0,"Epithelial cells","EPB41L5"
0,0.406338805774828,0.749,0.504,0,"Epithelial cells","HNRNPH1"
0,0.997425617594411,0.365,0.12,0,"Epithelial cells","TMEM176A"
0,0.456821406556109,0.375,0.13,0,"Epithelial cells","MCRIP2"
0,0.482243448662037,0.422,0.177,0,"Epithelial cells","ECI1"
0,0.403150545357816,0.487,0.242,0,"Epithelial cells","TUFM"
0,2.03509051637841,0.283,0.038,0,"Epithelial cells","TM7SF2"
0,1.05573908887433,0.387,0.143,0,"Epithelial cells","C12orf75"
0,2.66427695860515,0.272,0.028,0,"Epithelial cells","PTGER1"
0,1.64331332356842,0.306,0.062,0,"Epithelial cells","AGRN"
0,2.79182483073662,0.261,0.017,0,"Epithelial cells","HMGCS2"
0,1.24215569627968,0.347,0.103,0,"Epithelial cells","MTR"
0,0.867543253325885,0.38,0.136,0,"Epithelial cells","CLCN3"
0,1.88342295276507,0.318,0.074,0,"Epithelial cells","KANK1"
0,0.317996986824486,0.413,0.169,0,"Epithelial cells","IMPA2"
0,1.35274229370759,0.312,0.069,0,"Epithelial cells","SLC43A2"
0,0.973660425135408,0.394,0.152,0,"Epithelial cells","TBC1D4"
0,0.773077322698862,0.415,0.173,0,"Epithelial cells","RER1"
0,0.726054680062875,0.416,0.174,0,"Epithelial cells","MAP3K13"
0,1.15189544940201,0.344,0.102,0,"Epithelial cells","MOB1B"
0,0.317970151768884,0.592,0.35,0,"Epithelial cells","CANX"
0,0.460946098920763,0.483,0.241,0,"Epithelial cells","SRI"
0,0.413062005297569,0.48,0.238,0,"Epithelial cells","SNHG25"
0,0.289988470050971,0.689,0.447,0,"Epithelial cells","HNRNPA1"
0,0.325611062428574,0.565,0.323,0,"Epithelial cells","MICOS13"
0,0.374845014126107,0.548,0.307,0,"Epithelial cells","SARAF"
0,0.318058421466497,0.655,0.414,0,"Epithelial cells","HSP90B1"
0,0.426988583361167,0.464,0.223,0,"Epithelial cells","COMT"
0,0.540902401832639,0.367,0.126,0,"Epithelial cells","DDAH1"
0,3.10125785578143,0.253,0.012,0,"Epithelial cells","FAM3B"
0,0.261178389339064,0.668,0.428,0,"Epithelial cells","SLC25A6"
0,0.255004471155777,0.745,0.505,0,"Epithelial cells","ATP5IF1"
0,0.94635142044688,0.348,0.108,0,"Epithelial cells","WLS"
0,0.521102416829226,0.497,0.257,0,"Epithelial cells","NENF"
0,0.797323267691937,0.425,0.185,0,"Epithelial cells","PKP4"
0,0.304169671830118,0.505,0.265,0,"Epithelial cells","NDUFB5"
0,1.74289936441449,0.307,0.067,0,"Epithelial cells","EGFR"
0,1.89252658766439,0.284,0.044,0,"Epithelial cells","PTPN3"
0,0.320351324222919,0.678,0.439,0,"Epithelial cells","ATP5F1B"
0,0.634828183936765,0.406,0.167,0,"Epithelial cells","CD2AP"
0,0.94425624927657,0.388,0.149,0,"Epithelial cells","SPTLC2"
0,0.314722290397489,0.604,0.365,0,"Epithelial cells","SRSF5"
0,1.7472736277771,0.294,0.055,0,"Epithelial cells","PIGQ"
0,1.20175039454445,0.332,0.094,0,"Epithelial cells","SLC3A1"
0,0.621603917407271,0.454,0.216,0,"Epithelial cells","GINM1"
0,1.2612967469791,0.381,0.143,0,"Epithelial cells","PLEKHA5"
0,1.09319066959344,0.355,0.117,0,"Epithelial cells","MAP4K3-DT"
0,1.59318401314728,0.303,0.065,0,"Epithelial cells","ITGA2"
